CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U21012HP1987PTC007806,MOUNT PAPER MILLS PVT LTD,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,18-11-87,Himachal Pradesh,800000,2000,21012,Manufacture of paper and paper products,"PLOT NO 67 INDUSTRIAL AREA,MEHATPUR SOLAN H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21012HP1988PTC008603,MANAV INSULATED TECHNICAL COATINGS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,09-08-88,Himachal Pradesh,1000000,2000,21012,Manufacture of paper and paper products,"72,INDUSTRIAL AREA,BADDI SOLAN , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21012HP1996PTC017834,K M PAPER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-03-96,Himachal Pradesh,1000000,490900,21012,Manufacture of paper and paper products,"PLOT N 81 SECTOR 1PARWANOO DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 173220",RoC-Himachal Pradesh,amrit.mehta@hotmail.com,31-03-20,31-03-20
U21012HP2003PTC025704,HARIPUR PAPERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-01-03,Himachal Pradesh,500000,0,21012,Manufacture of paper and paper products,"HARIPUR ROAD, VILL.BATEHAR,BORTIWALA, DISTT. SOLAN HIMACHAL PARDESH. , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21014HP1982PTC005150,HIMACHAL PRADESH STATE FRUIT PACKING COPVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-11-82,Himachal Pradesh,2500000,2250000,21014,Manufacture of paper and paper products,"KANWAR NIWASNEW LAND ESTATE SHIMLA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21014HP1987PTC007605,PEE ESS CONTAINERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-08-87,Himachal Pradesh,100000,10000,21014,Manufacture of paper and paper products,"IST FLOOR SAGAR VILLARAJGARH ROAD SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21014HP1991PLC011865,CONWEL CANS INDIA LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,27-12-91,Himachal Pradesh,20000000,8750000,21014,Manufacture of paper and paper products,"HIMACHAL PRADESH , Unclassified HP",RoC-Himachal Pradesh,NA,NA,NA
U21014HP1992PTC012443,BHANDARI DEEPAK INDUSTRIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-92,Himachal Pradesh,41500000,29771100,21014,Manufacture of paper and paper products,"36 INDUSTRIAL AREABADDI DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,bhandari.bdil@gmail.com,31-03-19,31-03-19
U21014HP1995PTC016497,SQUARE PACKAGE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-05-95,Himachal Pradesh,1000000,2000,21014,Manufacture of paper and paper products,"322/1 WARD NO 2DHABON MOHALLA NAHAN SIRMOUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21014HP1997PTC020543,BEAS PACKAGES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-10-97,Himachal Pradesh,500000,100000,21014,Manufacture of paper and paper products,"PLOT NO 38INDUSTRIAL AREA BADDI SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,rkindustries22@gmail.com,31-03-14,31-03-14
U21014HP2007PTC008038,LEO DESIGNS AND PACKAGING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,18-05-07,Himachal Pradesh,148200000,147335000,21014,Manufacture of paper and paper products,"Berson, Tehsil Nalagarh, Solan , Solan Unclassified HP 174101",RoC-Himachal Pradesh,varun.rao@leogroup.co.in,31-03-20,31-03-20
U21014HP2019PTC007323,BESTECH PACKAGING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-01-19,Himachal Pradesh,1000000,100000,21014,Manufacture of paper and paper products,"C/O RAJ KUMAR, VILLAGE TIPRA P.O BAROTIWALA, TEH. BADDI SOLAN , Solan Unclassified HP 174103",RoC-Himachal Pradesh,HRSONS.BADDI@GMAIL.COM,31-03-20,31-03-20
U21014HP2019PTC007739,DHIR POLYPLAST PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-12-19,Himachal Pradesh,1000000,1000000,21014,Manufacture of paper and paper products,"PLOT NO. 76/2, DIC INDUSTRIAL AREA BADDI , Solan Unclassified HP 173205",RoC-Himachal Pradesh,globalchem77@gmail.com,NA,NA
U21015HP1987GOI007280,AGRO INDUSTRIAL PACKAGING INDIA LTD,Active,Public,Company limited by Shares,Union Govt company,09-02-87,Himachal Pradesh,200000000,177500000,21015,Manufacture of paper and paper products,"2nd Floor, Nigam Vihar, SHIMLA Shimla , Shimla Unclassified HP 171002",RoC-Himachal Pradesh,cskanwal@yahoo.co.in,31-03-14,31-03-14
U21015HP1988PTC008816,CHANDI CONTAINERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,07-11-88,Himachal Pradesh,500000,5000,21015,Manufacture of paper and paper products,"87 INDUSTRIAL AREA DISTT BADDI SOLAN , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21017HP1987PTC007405,R S COMPUTRONICS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-04-87,Himachal Pradesh,500000,2000,21017,Manufacture of paper and paper products,"VILL.PURLA SECTOR IIIPANWAMOO DISTT SOLAN H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21017HP1988PTC008376,HIM COMPUTERS AIDS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,16-05-88,Himachal Pradesh,500000,5000,21017,Manufacture of paper and paper products,"B B 99 VADDIBANTIWALA DISTT SOLAN H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21017HP1991PTC011642,CHANDI COMPUTER PAPERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,13-09-91,Himachal Pradesh,200000,40000,21017,Manufacture of paper and paper products,"M 32 HOUSING BOARD COLONYNAHAN UNA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21017HP1995PTC016485,CITI CONTINUOUS STATIONERY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,22-09-95,Himachal Pradesh,2500000,2500000,21017,Manufacture of paper and paper products,"#163 BADDIHPSIDC INDUTRIAL AREA DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 173205",RoC-Himachal Pradesh,CITIBADDI@YAHOO.COM,31-03-14,31-03-14
U21019HP1975PLC003544,BHAGAT PAPERS LTD,Under Process of Striking off,Public,Company Limited by Guarantee,Non-govt company,18-03-75,Himachal Pradesh,0,0,21019,Manufacture of paper and paper products,", Unclassified HP",RoC-Himachal Pradesh,NA,NA,NA
U21019HP2017PTC006792,KKLM SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-11-17,Himachal Pradesh,100000,100000,21019,Manufacture of paper and paper products,"NEK RAM S/O MUNNU RAM VILLAGE LAVIGHAT, P.O. GHATTI,TEH SOLAN SOLAN , Solan Unclassified HP 173205",RoC-Himachal Pradesh,PURUKASSOCIATES@GMAIL.COM,NA,NA
U21020HP2003PTC026514,NAYAR PACKAGES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-11-03,Himachal Pradesh,1000000,102000,21020,Manufacture of paper and paper products,"VILLAGE GOL JAMANA P ONANGAL DISTT SOLAN TEH NALAGARH HP , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21020HP2003PTC026517,AYOG PACKAGERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,07-11-03,Himachal Pradesh,500000,500000,21020,Manufacture of paper and paper products,"SUMAN COTTAGESANJAULI SHIMLA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,vipulsood_co@rediffmail.com,NA,NA
U21020HP2004PTC027524,G G PACKERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,27-09-04,Himachal Pradesh,100000,100000,21020,Manufacture of paper and paper products,"VILLAGE KUNJARAMPUR ROAD PAONTA SAHIB HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,CSGARIMADUGGAL@GMAIL.COM,NA,NA
U21020HP2005PTC029075,ADIENA PACKAGING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-10-05,Himachal Pradesh,500000,100000,21020,Manufacture of paper and paper products,"VILLAGE & P.O. MANPURA,DHELA ROAD, TEH.NALAGARH, DISTT.SOLAN (HP). DISTT.SOLAN (HP). , Solan Unclassified HP 000000",RoC-Himachal Pradesh,anilmandiratta@gmail.com,NA,NA
U21020HP2007PTC030789,HIMALYA EXPANDED POLYSTYRENE PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-10-07,Himachal Pradesh,100000,0,21020,Manufacture of paper and paper products,"TRILOKPUR KALA AMB KALA AMB , Solan Unclassified HP 173030",RoC-Himachal Pradesh,brijnirwani@yahoo.com,NA,NA
U21021HP1986PTC007036,MONGA ASSOCIATES PVT. LTD.,Strike Off,Private,Company limited by Shares,Non-govt company,01-10-86,Himachal Pradesh,500000,2000,21021,Manufacture of paper and paper products,"INDUSTRIAL AREABADDI DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21021HP1991PTC011164,ADHUNIK PACKAGERS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,12-03-91,Himachal Pradesh,22500000,21500000,21021,Manufacture of paper and paper products,"12 A SECTOR 2PARWANOO SOLAN HIMACHAL PARDESH , Unclassified HP 173220",RoC-Himachal Pradesh,adhunikpackagers@gmail.com,31-03-20,31-03-20
U21021HP2005PTC029130,AASHNA PACKERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-10-05,Himachal Pradesh,1000000,955000,21021,Manufacture of paper and paper products,"VILLAGE MANTHPAL, NAHAN ROAD,KALA AMB (H.P.). KALA AMB (H.P.). , Unclassified HP 000000",RoC-Himachal Pradesh,caakk1993@gmail.com,31-03-19,31-03-19
U21022HP1988NPL008846,RAHUL PACKEREDS PVT LTD,Strike Off,Private,Unlimited Company,Non-govt company,22-11-88,Himachal Pradesh,500000,190000,21022,Manufacture of paper and paper products,"58-59 INDUSTRIAL AREA APAONTA SAHIB SIRMOUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21022HP1990PTC010448,KOMAL BOARDS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-06-90,Himachal Pradesh,500000,2000,21022,Manufacture of paper and paper products,"125 126 INDUSTRIAL AREABADDI DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21022HP1999PTC022213,JAI AMBEY CONTAINERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-02-99,Himachal Pradesh,3000000,1482000,21022,Manufacture of paper and paper products,"MAIN THAPPAL NAHAN ROADKALA AMB DISTT SIRMOUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21022HP2003PTC026023,COSY PACKAGERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-05-03,Himachal Pradesh,1000000,300000,21022,Manufacture of paper and paper products,"PLOT NO 65 66INDUSTRIAL AREA THANA BADDI SOLAN HIMACHAL PRADESH , Unclassified HP 173205",RoC-Himachal Pradesh,CS@HORIZONPACKS.COM,31-03-20,31-03-20
U21022HP2007PTC030787,EPITOME PACKAGING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-10-07,Himachal Pradesh,3500000,3138000,21022,Manufacture of paper and paper products,"KHASRA NO 1690-1691 VILLAGE THANNA, TEHSIL NALAGARH SOLAN , Unclassified HP 174101",RoC-Himachal Pradesh,epitome_packaging@yahoo.com,31-03-20,31-03-20
U21023HP1994PTC015107,NIRANJAN CONTAINERS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,28-09-94,Himachal Pradesh,7500000,1020000,21023,Manufacture of paper and paper products,"VILLAGE CHIKATEH NALAGARH DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,niranjanbaddi@gmail.com,31-03-20,31-03-20
U21029HP1980PTC004345,SEHGAL CONTAINERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-12-80,Himachal Pradesh,200000,200000,21029,Manufacture of paper and paper products,"9 B SECTOR IIIPARWANOO DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,rrh_chd@yahoo.co.in,31-03-16,31-03-16
U21029HP1982PTC004821,SHEETAL PACKERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-01-82,Himachal Pradesh,100000,30000,21029,Manufacture of paper and paper products,"VPOTABBA DIST UNA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21029HP1986PTC007215,STANDARD CONTAINERSS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,24-12-86,Himachal Pradesh,2000000,1650000,21029,Manufacture of paper and paper products,"B I 99 WARD NO 11ARYA SAMAJ NALAGARH SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21029HP1987PLC007254,DEEPAK CONTAINERS LTD,Under Process of Striking off,Public,Company limited by Shares,Non-govt company,23-01-87,Himachal Pradesh,500000,2000,21029,Manufacture of paper and paper products,"Industrial Estates UNA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21029HP1992PTC012516,AMAR LAL SURESH KUMAR STEELS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,05-08-92,Himachal Pradesh,500000,382000,21029,Manufacture of paper and paper products,"#86SECTOR I PARWANOO HIMACHAL PARDESH , Unclassified HP 173220",RoC-Himachal Pradesh,NA,31-03-20,31-03-20
U21029HP2009PLC031247,JASMER PACK LIMITED,Active,Public,Company limited by Shares,Non-govt company,30-11-09,Himachal Pradesh,100000000,54810000,21029,Manufacture of paper and paper products,"PLOT NO 10 INDUSTRIAL AREA KALA AMB , Unclassified HP 173030",RoC-Himachal Pradesh,jasmerpack@gmail.com,31-03-20,31-03-20
U21029HP2011PTC031606,LIBERTY PACKTECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-03-11,Himachal Pradesh,300000,300000,21029,Manufacture of paper and paper products,"VILLAGE P.O. BHOGPUR , TEHSIL NALAGARH NALAGARH , Solan Unclassified HP 174101",RoC-Himachal Pradesh,harshgoyalcs@gmail.com,NA,NA
U21029HP2011PTC031678,SHREE GANGA PACKAGING SOLUTIONS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-06-11,Himachal Pradesh,5000000,3500000,21029,Manufacture of paper and paper products,"PLOT NO 25, HPSIDC DAVNI BADDI , Solan Unclassified HP 173205",RoC-Himachal Pradesh,vgargcs@rediffmail.com,NA,NA
U21029HP2020PTC007931,SIDHI VINAYAK PAPER PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-06-20,Himachal Pradesh,1000000,100000,21029,Manufacture of paper and paper products,"Village Dhela, Dhela Chowk, Davni Road, Baddi , Solan Unclassified HP 173205",RoC-Himachal Pradesh,shanunishant777@gmail.com,NA,NA
U21029HP2020PTC008030,A V PACK SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-08-20,Himachal Pradesh,100000,100000,21029,Manufacture of paper and paper products,"PLOT NO. 6 GROUND FLOOR, INDUSTRIAL AREA, KHADEEN PARWANOO , Solan Unclassified HP 173205",RoC-Himachal Pradesh,shuklaarun66@gmail.com,NA,NA
U21029HP2020PTC008149,RENNY PACKAGING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-10-20,Himachal Pradesh,100000,100000,21029,Manufacture of paper and paper products,"KUSHAL SINGH NEAR DAV SCHOOL 2412 UNA UNA , Una Unclassified HP 174303",RoC-Himachal Pradesh,THAKURJYOTI138@GMAIL.COM,NA,NA
U21041HP1973PTC003368,OEL PAPER AND PULP UDYOG PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-12-73,Himachal Pradesh,500000,15000,21041,Manufacture of paper and paper products,"HP DISTT UNA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21090HP2006PTC029554,ALANKAR STATIONARY MART PVT LTD,Active,Private,Company limited by Shares,Non-govt company,20-01-06,Himachal Pradesh,8000000,8000000,21090,Manufacture of paper and paper products,"PLOT NO 57 EPIP PHASE IJAHARWAJRI BADDI DISST SOLAN himachal pradesh , Unclassified HP 000000",RoC-Himachal Pradesh,accounts@oddyindia.com,31-03-20,31-03-20
U21093HP2016PTC006186,RUBYKON MFG.CO. PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-04-16,Himachal Pradesh,500000,100000,21093,Manufacture of paper and paper products,"VILLAGE OGLI KALA AMB TEHSIL -NAHAN,DISTRICT-SIRMOUR SIRMAUR , Sirmaur Unclassified HP 173030",RoC-Himachal Pradesh,ashokmehta@rubykon.in,31-03-20,31-03-20
U21093HP2018PTC006891,PREMGIR PAPER MILLS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-18,Himachal Pradesh,600000,600000,21093,Manufacture of paper and paper products,"VILLAGE AND POST OFFICE BHAKRA TEHSIL NAINA DEVI NAINA DEVI , Bilaspur Unclassified HP 174310",RoC-Himachal Pradesh,akconstructionco.276@gmail.com,NA,NA
U21093HP2020OPC008288,CIELFOIL (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,24-12-20,Himachal Pradesh,1000000,1000000,21093,Manufacture of paper and paper products,"INDUSTRIAL SHED, GROUND FLOOR, KHASRA NO 342/242, NEAR FIRE ST. BADDI BAROTIWALA JUDDIKALAN , Solan Unclassified HP 173205",RoC-Himachal Pradesh,Pankaj.dogra0704@gmail.com,NA,NA
U21095HP2021PTC008339,J K CARTONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-02-21,Himachal Pradesh,1000000,100000,21095,Manufacture of paper and paper products,"HNO 288 HOUSING BOARD COLONY, PHASE 2, BADDI SOLAN , Solan Unclassified HP 173205",RoC-Himachal Pradesh,vipulsharmabaddi@gmail.com,NA,NA
U21098HP1982PTC005085,KAY BEE CARBON RIBBONS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,30-08-82,Himachal Pradesh,1000000,700000,21098,Manufacture of paper and paper products,"RAJA KA BAGHJASSURE TEH NURPUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,ashwani07@yahoo.com,31-03-20,31-03-20
U21098HP1985PTC006101,FANTOM STATIONERY AIDS PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,09-01-85,Himachal Pradesh,500000,250000,21098,Manufacture of paper and paper products,"35 INDUSTRIALAREAMAHATPUR UNA H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP1988PTC008642,DIANA CARBON PAPER PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,31-08-88,Himachal Pradesh,300000,20000,21098,Manufacture of paper and paper products,"H.P. H.P. HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP1988PTC008814,CHANDI COMPUFORMS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,07-11-88,Himachal Pradesh,500000,5000,21098,Manufacture of paper and paper products,"NO 87 INDUSTRIAL AREA BADDIDISTT SOLAN HP , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP1990PTC010821,DOCTOR CARBONS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,09-12-90,Himachal Pradesh,500000,2000,21098,Manufacture of paper and paper products,"HIG 31SECTOR 4 PARWANOO DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP1991PTC011075,SAHAI RIBBONS PVT LTD,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,11-02-91,Himachal Pradesh,200000,200,21098,Manufacture of paper and paper products,"78 VILL MOHALI KHANYARATEH & DISTT KANGRA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP1994PTC014298,BALI PAPER CONVERTORS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,04-03-94,Himachal Pradesh,1000000,3000,21098,Manufacture of paper and paper products,"HP TEH & DISTT UNA H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U21098HP2002PTC024880,VAISHANAVI STATIONERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-01-02,Himachal Pradesh,2500000,250000,21098,Manufacture of paper and paper products,"NEAR OLD BUS STANDGHUMARWIN DISTT. BILASPUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,sksonifca@yahoo.com,31-03-17,31-03-16
